loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.9832,2.6499381065368652,9.8e-05,1.0,4,,,,,,,,,,
,,,1.0,4,2.8128881454467773,0.1774193548387097,0.5329,116.354,1.877,,,,,
2.8025,2.2012414932250977,9.6e-05,2.0,8,,,,,,,,,,
,,,2.0,8,2.6968488693237305,0.1774193548387097,0.5348,115.93,1.87,,,,,
2.7028,1.8261847496032715,9.4e-05,3.0,12,,,,,,,,,,
,,,3.0,12,2.6072068214416504,0.1774193548387097,0.5407,114.671,1.85,,,,,
2.5946,2.3001232147216797,9.200000000000001e-05,4.0,16,,,,,,,,,,
,,,4.0,16,2.5147297382354736,0.1774193548387097,0.5414,114.526,1.847,,,,,
2.5249,2.922741651535034,9e-05,5.0,20,,,,,,,,,,
,,,5.0,20,2.4312407970428467,0.1774193548387097,0.536,115.672,1.866,,,,,
2.4603,2.9623677730560303,8.800000000000001e-05,6.0,24,,,,,,,,,,
,,,6.0,24,2.398695468902588,0.22580645161290322,0.5355,115.789,1.868,,,,,
2.351,3.0705888271331787,8.6e-05,7.0,28,,,,,,,,,,
,,,7.0,28,2.3442838191986084,0.27419354838709675,0.5398,114.862,1.853,,,,,
2.253,3.1130900382995605,8.4e-05,8.0,32,,,,,,,,,,
,,,8.0,32,2.264129400253296,0.3064516129032258,0.5364,115.58,1.864,,,,,
2.1309,3.624373435974121,8.2e-05,9.0,36,,,,,,,,,,
,,,9.0,36,2.192748785018921,0.3225806451612903,0.5343,116.039,1.872,,,,,
2.0096,3.2748920917510986,8e-05,10.0,40,,,,,,,,,,
,,,10.0,40,2.1356801986694336,0.3225806451612903,0.5426,114.259,1.843,,,,,
1.9224,3.408996105194092,7.800000000000001e-05,11.0,44,,,,,,,,,,
,,,11.0,44,2.033623695373535,0.4032258064516129,0.5431,114.161,1.841,,,,,
1.8499,3.4412505626678467,7.6e-05,12.0,48,,,,,,,,,,
,,,12.0,48,2.012618064880371,0.4032258064516129,0.542,114.392,1.845,,,,,
1.7117,3.5535035133361816,7.4e-05,13.0,52,,,,,,,,,,
,,,13.0,52,1.9996455907821655,0.43548387096774194,0.5423,114.328,1.844,,,,,
1.6008,3.5874791145324707,7.2e-05,14.0,56,,,,,,,,,,
,,,14.0,56,1.9759173393249512,0.41935483870967744,0.5403,114.742,1.851,,,,,
1.5383,3.4047324657440186,7e-05,15.0,60,,,,,,,,,,
,,,15.0,60,1.9214262962341309,0.45161290322580644,0.5422,114.346,1.844,,,,,
1.4944,3.3054378032684326,6.800000000000001e-05,16.0,64,,,,,,,,,,
,,,16.0,64,1.8902060985565186,0.45161290322580644,0.5352,115.837,1.868,,,,,
1.3962,2.9041757583618164,6.6e-05,17.0,68,,,,,,,,,,
,,,17.0,68,1.851493000984192,0.46774193548387094,0.5352,115.852,1.869,,,,,
1.3002,2.974088668823242,6.400000000000001e-05,18.0,72,,,,,,,,,,
,,,18.0,72,1.7911250591278076,0.45161290322580644,0.5378,115.288,1.859,,,,,
1.2486,4.01509952545166,6.2e-05,19.0,76,,,,,,,,,,
,,,19.0,76,1.7776856422424316,0.4838709677419355,0.5427,114.245,1.843,,,,,
1.1791,2.981019973754883,6e-05,20.0,80,,,,,,,,,,
,,,20.0,80,1.8253124952316284,0.45161290322580644,0.5389,115.042,1.856,,,,,
1.077,3.187901258468628,5.8e-05,21.0,84,,,,,,,,,,
,,,21.0,84,1.754109501838684,0.5,0.534,116.105,1.873,,,,,
1.0561,3.1301045417785645,5.6000000000000006e-05,22.0,88,,,,,,,,,,
,,,22.0,88,1.706386923789978,0.5,0.5409,114.622,1.849,,,,,
0.9536,3.050732374191284,5.4000000000000005e-05,23.0,92,,,,,,,,,,
,,,23.0,92,1.7299059629440308,0.532258064516129,0.5362,115.626,1.865,,,,,
