loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
5.6454,33.68681335449219,9.857142857142858e-05,0.9090909090909091,5,,,,,
1.7244,11.416741371154785,9.685714285714286e-05,2.0,11,,,,,
0.9156,11.66766357421875,9.542857142857143e-05,2.909090909090909,16,,,,,
0.5216,10.855525970458984,9.371428571428572e-05,4.0,22,,,,,
0.3503,3.8145432472229004,9.228571428571429e-05,4.909090909090909,27,,,,,
0.25,4.930535793304443,9.057142857142857e-05,6.0,33,,,,,
0.2953,5.700318813323975,8.914285714285715e-05,6.909090909090909,38,,,,,
0.1852,4.192662715911865,8.742857142857144e-05,8.0,44,,,,,
0.2607,3.962526798248291,8.6e-05,8.909090909090908,49,,,,,
0.1644,4.130600929260254,8.428571428571429e-05,10.0,55,,,,,
0.2023,2.1482512950897217,8.285714285714287e-05,10.909090909090908,60,,,,,
0.154,3.049598217010498,8.114285714285714e-05,12.0,66,,,,,
0.198,3.104886531829834,7.971428571428572e-05,12.909090909090908,71,,,,,
0.1518,5.563016891479492,7.800000000000001e-05,14.0,77,,,,,
0.1644,2.153996229171753,7.657142857142857e-05,14.909090909090908,82,,,,,
0.1241,1.4030649662017822,7.485714285714285e-05,16.0,88,,,,,
0.1447,1.8463693857192993,7.342857142857144e-05,16.90909090909091,93,,,,,
0.1232,2.059206247329712,7.171428571428572e-05,18.0,99,,,,,
0.1382,2.3768467903137207,7.028571428571428e-05,18.90909090909091,104,,,,,
0.1271,2.189800262451172,6.857142857142858e-05,20.0,110,,,,,
0.1407,2.405468702316284,6.714285714285714e-05,20.90909090909091,115,,,,,
0.1402,5.48093843460083,6.542857142857142e-05,22.0,121,,,,,
0.1412,1.6718758344650269,6.400000000000001e-05,22.90909090909091,126,,,,,
0.1211,4.535007476806641,6.22857142857143e-05,24.0,132,,,,,
0.1531,1.8304564952850342,6.085714285714286e-05,24.90909090909091,137,,,,,
0.1248,2.3030807971954346,5.914285714285714e-05,26.0,143,,,,,
0.1413,1.8557127714157104,5.771428571428572e-05,26.90909090909091,148,,,,,
0.1152,1.3884387016296387,5.6000000000000006e-05,28.0,154,,,,,
0.1417,1.4393848180770874,5.457142857142857e-05,28.90909090909091,159,,,,,
0.1133,1.737167477607727,5.285714285714286e-05,30.0,165,,,,,
0.1424,1.8909343481063843,5.142857142857143e-05,30.90909090909091,170,,,,,
0.1095,1.8160536289215088,4.971428571428572e-05,32.0,176,,,,,
0.1407,2.3926985263824463,4.828571428571429e-05,32.90909090909091,181,,,,,
0.1103,2.2042980194091797,4.6571428571428575e-05,34.0,187,,,,,
0.1323,1.7433602809906006,4.514285714285714e-05,34.90909090909091,192,,,,,
0.1043,1.1527959108352661,4.342857142857143e-05,36.0,198,,,,,
0.1358,1.3556100130081177,4.2e-05,36.90909090909091,203,,,,,
0.099,1.9326212406158447,4.028571428571429e-05,38.0,209,,,,,
0.1257,2.1476829051971436,3.885714285714286e-05,38.90909090909091,214,,,,,
0.1022,1.37538743019104,3.7142857142857143e-05,40.0,220,,,,,
0.1289,1.7891566753387451,3.571428571428572e-05,40.90909090909091,225,,,,,
0.1005,1.3767579793930054,3.4000000000000007e-05,42.0,231,,,,,
0.1245,1.159638524055481,3.257142857142857e-05,42.90909090909091,236,,,,,
0.1021,2.139023542404175,3.0857142857142856e-05,44.0,242,,,,,
0.1241,1.8342231512069702,2.9428571428571426e-05,44.90909090909091,247,,,,,
0.0987,1.6576796770095825,2.7714285714285716e-05,46.0,253,,,,,
0.1182,1.4429495334625244,2.6285714285714286e-05,46.90909090909091,258,,,,,
0.1066,3.151463031768799,2.4571428571428572e-05,48.0,264,,,,,
0.1178,1.5022724866867065,2.3142857142857145e-05,48.90909090909091,269,,,,,
0.0939,1.2912994623184204,2.1428571428571428e-05,50.0,275,,,,,
0.1206,0.9429558515548706,2e-05,50.90909090909091,280,,,,,
0.0953,1.8778200149536133,1.8285714285714288e-05,52.0,286,,,,,
0.122,1.8237053155899048,1.6857142857142858e-05,52.90909090909091,291,,,,,
0.0979,2.032259941101074,1.5142857142857144e-05,54.0,297,,,,,
0.1223,2.411534070968628,1.3714285714285716e-05,54.90909090909091,302,,,,,
0.0962,1.0831979513168335,1.2e-05,56.0,308,,,,,
0.1182,1.429642915725708,1.0571428571428572e-05,56.90909090909091,313,,,,,
0.0941,1.5063540935516357,8.857142857142857e-06,58.0,319,,,,,
0.1163,1.5766431093215942,7.428571428571429e-06,58.90909090909091,324,,,,,
0.1027,3.4123566150665283,5.7142857142857145e-06,60.0,330,,,,,
0.1241,2.1976497173309326,4.285714285714286e-06,60.90909090909091,335,,,,,
0.0995,1.9963197708129883,2.5714285714285716e-06,62.0,341,,,,,
0.1074,1.703311800956726,1.142857142857143e-06,62.90909090909091,346,,,,,
0.0917,1.2273660898208618,0.0,63.63636363636363,350,,,,,
,,,63.63636363636363,350,3582.9184,6.525,0.098,8.560655146470605e+16,0.2590176839487893
