loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.408,4.563344478607178,9.857142857142858e-05,1.0,3,,,,,
3.1917,3.587310552597046,9.714285714285715e-05,2.0,6,,,,,
3.0334,2.1921937465667725,9.571428571428573e-05,3.0,9,,,,,
2.9483,3.536262273788452,9.428571428571429e-05,4.0,12,,,,,
2.8552,3.5831780433654785,9.285714285714286e-05,5.0,15,,,,,
2.7488,5.5053391456604,9.142857142857143e-05,6.0,18,,,,,
2.6236,4.252071380615234,9e-05,7.0,21,,,,,
2.5065,4.086320400238037,8.857142857142857e-05,8.0,24,,,,,
2.3486,9.392650604248047,8.714285714285715e-05,9.0,27,,,,,
2.1436,4.744825839996338,8.571428571428571e-05,10.0,30,,,,,
1.9769,4.8597002029418945,8.428571428571429e-05,11.0,33,,,,,
1.7776,4.87251091003418,8.285714285714287e-05,12.0,36,,,,,
1.6362,3.905740976333618,8.142857142857143e-05,13.0,39,,,,,
1.4714,4.59338903427124,8e-05,14.0,42,,,,,
1.3253,5.200732707977295,7.857142857142858e-05,15.0,45,,,,,
1.2047,3.8709404468536377,7.714285714285715e-05,16.0,48,,,,,
1.0783,3.5296833515167236,7.571428571428571e-05,17.0,51,,,,,
0.969,3.9409306049346924,7.428571428571429e-05,18.0,54,,,,,
0.8712,3.0276660919189453,7.285714285714286e-05,19.0,57,,,,,
0.7797,3.469998359680176,7.142857142857143e-05,20.0,60,,,,,
0.7087,3.1721103191375732,7e-05,21.0,63,,,,,
0.6312,3.499577283859253,6.857142857142858e-05,22.0,66,,,,,
0.5686,3.0908331871032715,6.714285714285714e-05,23.0,69,,,,,
0.5422,2.9885025024414062,6.571428571428571e-05,24.0,72,,,,,
0.4839,2.945208787918091,6.428571428571429e-05,25.0,75,,,,,
0.4567,3.2055249214172363,6.285714285714286e-05,26.0,78,,,,,
0.4492,2.702418804168701,6.142857142857143e-05,27.0,81,,,,,
0.3999,2.319366216659546,6e-05,28.0,84,,,,,
0.3706,2.432188034057617,5.8571428571428575e-05,29.0,87,,,,,
0.3417,2.416516065597534,5.714285714285714e-05,30.0,90,,,,,
0.3405,2.2172939777374268,5.571428571428572e-05,31.0,93,,,,,
0.3164,1.9237303733825684,5.428571428571428e-05,32.0,96,,,,,
0.2984,2.7459282875061035,5.285714285714286e-05,33.0,99,,,,,
0.2993,2.6424386501312256,5.142857142857143e-05,34.0,102,,,,,
0.2525,1.9800139665603638,5e-05,35.0,105,,,,,
0.273,2.292252779006958,4.8571428571428576e-05,36.0,108,,,,,
0.2409,2.124535322189331,4.714285714285714e-05,37.0,111,,,,,
0.2298,1.6434695720672607,4.5714285714285716e-05,38.0,114,,,,,
0.2273,1.6334840059280396,4.428571428571428e-05,39.0,117,,,,,
0.2188,2.006164789199829,4.2857142857142856e-05,40.0,120,,,,,
0.215,1.771877408027649,4.1428571428571437e-05,41.0,123,,,,,
0.2269,2.410754919052124,4e-05,42.0,126,,,,,
0.2073,1.950427532196045,3.857142857142858e-05,43.0,129,,,,,
0.1994,2.0218701362609863,3.7142857142857143e-05,44.0,132,,,,,
0.1989,1.8836438655853271,3.571428571428572e-05,45.0,135,,,,,
0.1995,1.6198371648788452,3.428571428571429e-05,46.0,138,,,,,
0.1807,1.6296650171279907,3.285714285714286e-05,47.0,141,,,,,
0.1828,1.7535170316696167,3.142857142857143e-05,48.0,144,,,,,
0.1727,1.6571024656295776,3e-05,49.0,147,,,,,
0.1785,1.514005184173584,2.857142857142857e-05,50.0,150,,,,,
0.1737,1.4373139142990112,2.714285714285714e-05,51.0,153,,,,,
0.1731,1.5075626373291016,2.5714285714285714e-05,52.0,156,,,,,
0.1824,1.6711314916610718,2.4285714285714288e-05,53.0,159,,,,,
0.1744,1.7802242040634155,2.2857142857142858e-05,54.0,162,,,,,
0.1731,2.037379264831543,2.1428571428571428e-05,55.0,165,,,,,
0.171,1.5396933555603027,2e-05,56.0,168,,,,,
0.1692,1.6864792108535767,1.8571428571428572e-05,57.0,171,,,,,
0.1609,1.4480036497116089,1.7142857142857145e-05,58.0,174,,,,,
0.1766,1.7454659938812256,1.5714285714285715e-05,59.0,177,,,,,
0.1627,1.8799402713775635,1.4285714285714285e-05,60.0,180,,,,,
0.166,1.8715370893478394,1.2857142857142857e-05,61.0,183,,,,,
0.1606,1.3567392826080322,1.1428571428571429e-05,62.0,186,,,,,
0.1522,1.1845271587371826,1e-05,63.0,189,,,,,
0.146,1.226467251777649,8.571428571428573e-06,64.0,192,,,,,
0.1534,1.0808650255203247,7.142857142857143e-06,65.0,195,,,,,
0.1501,1.128076195716858,5.7142857142857145e-06,66.0,198,,,,,
0.1478,1.1058168411254883,4.285714285714286e-06,67.0,201,,,,,
0.1507,1.1115503311157227,2.8571428571428573e-06,68.0,204,,,,,
0.1522,1.597076416015625,1.4285714285714286e-06,69.0,207,,,,,
0.1489,1.5221495628356934,0.0,70.0,210,,,,,
,,,70.0,210,149.8113,156.063,1.402,6153138207068160.0,0.7679173155909493
