loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.164,6.218762397766113,9.857142857142858e-05,1.0,2,,,,,,,,,,
,,,1.0,2,3.036259174346924,0.07936507936507936,0.4398,143.253,2.274,,,,,
2.928,4.5072503089904785,9.714285714285715e-05,2.0,4,,,,,,,,,,
,,,2.0,4,2.8390493392944336,0.1746031746031746,0.439,143.504,2.278,,,,,
2.8365,2.7882609367370605,9.571428571428573e-05,3.0,6,,,,,,,,,,
,,,3.0,6,2.7349460124969482,0.1746031746031746,0.4386,143.653,2.28,,,,,
2.775,2.5477004051208496,9.428571428571429e-05,4.0,8,,,,,,,,,,
,,,4.0,8,2.7183423042297363,0.1746031746031746,0.438,143.852,2.283,,,,,
2.7266,6.396256923675537,9.285714285714286e-05,5.0,10,,,,,,,,,,
,,,5.0,10,2.7096500396728516,0.1746031746031746,0.4381,143.803,2.283,,,,,
2.7144,4.6301422119140625,9.142857142857143e-05,6.0,12,,,,,,,,,,
,,,6.0,12,2.676030158996582,0.1746031746031746,0.4393,143.405,2.276,,,,,
2.6784,7.895526885986328,9e-05,7.0,14,,,,,,,,,,
,,,7.0,14,2.6662120819091797,0.1746031746031746,0.4387,143.6,2.279,,,,,
2.6643,5.662883758544922,8.857142857142857e-05,8.0,16,,,,,,,,,,
,,,8.0,16,2.62306547164917,0.2222222222222222,0.4395,143.331,2.275,,,,,
2.5648,9.493769645690918,8.714285714285715e-05,9.0,18,,,,,,,,,,
,,,9.0,18,2.5863678455352783,0.2222222222222222,0.4387,143.59,2.279,,,,,
2.4172,4.6205644607543945,8.571428571428571e-05,10.0,20,,,,,,,,,,
,,,10.0,20,2.5747644901275635,0.23809523809523808,0.439,143.505,2.278,,,,,
2.3303,4.300374984741211,8.428571428571429e-05,11.0,22,,,,,,,,,,
,,,11.0,22,2.4073429107666016,0.30158730158730157,0.439,143.522,2.278,,,,,
2.1829,7.890473365783691,8.285714285714287e-05,12.0,24,,,,,,,,,,
,,,12.0,24,2.2779204845428467,0.36507936507936506,0.4393,143.396,2.276,,,,,
2.0334,7.631815433502197,8.142857142857143e-05,13.0,26,,,,,,,,,,
,,,13.0,26,2.317911148071289,0.36507936507936506,0.4394,143.365,2.276,,,,,
1.893,9.487550735473633,8e-05,14.0,28,,,,,,,,,,
,,,14.0,28,2.187743902206421,0.3968253968253968,0.4388,143.575,2.279,,,,,
1.7052,7.999325752258301,7.857142857142858e-05,15.0,30,,,,,,,,,,
,,,15.0,30,2.1831412315368652,0.36507936507936506,0.4387,143.605,2.279,,,,,
1.4837,6.1732563972473145,7.714285714285715e-05,16.0,32,,,,,,,,,,
,,,16.0,32,2.077031373977661,0.4126984126984127,0.4379,143.861,2.284,,,,,
1.3368,5.538390636444092,7.571428571428571e-05,17.0,34,,,,,,,,,,
,,,17.0,34,2.0730624198913574,0.42857142857142855,0.4388,143.587,2.279,,,,,
1.2164,5.153685569763184,7.428571428571429e-05,18.0,36,,,,,,,,,,
,,,18.0,36,1.8630999326705933,0.49206349206349204,0.4389,143.553,2.279,,,,,
1.0642,5.4101996421813965,7.285714285714286e-05,19.0,38,,,,,,,,,,
,,,19.0,38,1.7461838722229004,0.5079365079365079,0.4394,143.391,2.276,,,,,
0.9202,4.218720436096191,7.142857142857143e-05,20.0,40,,,,,,,,,,
,,,20.0,40,1.7624614238739014,0.5079365079365079,0.4396,143.32,2.275,,,,,
0.8041,4.547398090362549,7e-05,21.0,42,,,,,,,,,,
,,,21.0,42,1.6470369100570679,0.5714285714285714,0.4389,143.543,2.278,,,,,
0.7052,5.024060249328613,6.857142857142858e-05,22.0,44,,,,,,,,,,
,,,22.0,44,1.748876690864563,0.5238095238095238,0.4379,143.874,2.284,,,,,
0.6134,3.3568336963653564,6.714285714285714e-05,23.0,46,,,,,,,,,,
,,,23.0,46,1.7311203479766846,0.5873015873015873,0.5481,114.949,1.825,,,,,
0.4982,2.7012157440185547,6.571428571428571e-05,24.0,48,,,,,,,,,,
,,,24.0,48,1.5656465291976929,0.6031746031746031,0.4395,143.36,2.276,,,,,
0.4444,4.3509321212768555,6.428571428571429e-05,25.0,50,,,,,,,,,,
,,,25.0,50,1.5855205059051514,0.5714285714285714,0.439,143.506,2.278,,,,,
0.3874,3.282512664794922,6.285714285714286e-05,26.0,52,,,,,,,,,,
,,,26.0,52,1.5784759521484375,0.6190476190476191,0.4403,143.1,2.271,,,,,
0.3121,2.1071012020111084,6.142857142857143e-05,27.0,54,,,,,,,,,,
,,,27.0,54,1.7545826435089111,0.5873015873015873,0.4386,143.639,2.28,,,,,
0.2873,2.6968038082122803,6e-05,28.0,56,,,,,,,,,,
,,,28.0,56,1.7725141048431396,0.5714285714285714,0.5477,115.026,1.826,,,,,
0.2713,2.7724380493164062,5.8571428571428575e-05,29.0,58,,,,,,,,,,
