loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.3511,13.075125694274902,9.857142857142858e-05,1.0,21,,,,,
0.9813,9.91163158416748,9.714285714285715e-05,2.0,42,,,,,
0.5985,6.7963128089904785,9.571428571428573e-05,3.0,63,,,,,
0.3794,6.996984004974365,9.428571428571429e-05,4.0,84,,,,,
0.3288,2.0642192363739014,9.285714285714286e-05,5.0,105,,,,,
0.2389,4.568511962890625,9.142857142857143e-05,6.0,126,,,,,
0.2186,5.432466983795166,9e-05,7.0,147,,,,,
0.1695,4.96730899810791,8.857142857142857e-05,8.0,168,,,,,
0.2178,3.2006168365478516,8.714285714285715e-05,9.0,189,,,,,
0.191,0.026758769527077675,8.571428571428571e-05,10.0,210,,,,,
0.1773,6.093624591827393,8.428571428571429e-05,11.0,231,,,,,
0.1649,4.445621490478516,8.285714285714287e-05,12.0,252,,,,,
0.1777,4.291918754577637,8.142857142857143e-05,13.0,273,,,,,
0.1593,6.548576354980469,8e-05,14.0,294,,,,,
0.1517,3.49236798286438,7.857142857142858e-05,15.0,315,,,,,
0.1442,3.7564051151275635,7.714285714285715e-05,16.0,336,,,,,
0.1408,4.200031280517578,7.571428571428571e-05,17.0,357,,,,,
0.1539,2.531517744064331,7.428571428571429e-05,18.0,378,,,,,
0.1313,0.003144304035231471,7.285714285714286e-05,19.0,399,,,,,
0.1584,4.4625420570373535,7.142857142857143e-05,20.0,420,,,,,
0.1384,4.912190914154053,7e-05,21.0,441,,,,,
0.1506,7.80320930480957,6.857142857142858e-05,22.0,462,,,,,
0.1397,3.8515188694000244,6.714285714285714e-05,23.0,483,,,,,
0.1373,4.763963222503662,6.571428571428571e-05,24.0,504,,,,,
0.1325,2.656809091567993,6.428571428571429e-05,25.0,525,,,,,
0.1304,4.027805805206299,6.285714285714286e-05,26.0,546,,,,,
0.1318,2.4302031993865967,6.142857142857143e-05,27.0,567,,,,,
0.1374,2.767392635345459,6e-05,28.0,588,,,,,
0.1381,4.517301082611084,5.8571428571428575e-05,29.0,609,,,,,
0.1417,4.3445143699646,5.714285714285714e-05,30.0,630,,,,,
0.1376,3.1468427181243896,5.571428571428572e-05,31.0,651,,,,,
0.1258,4.803707122802734,5.428571428571428e-05,32.0,672,,,,,
0.135,6.885031700134277,5.285714285714286e-05,33.0,693,,,,,
0.1333,2.2968690395355225,5.142857142857143e-05,34.0,714,,,,,
0.1259,4.310635089874268,5e-05,35.0,735,,,,,
0.1298,0.0017190873622894287,4.8571428571428576e-05,36.0,756,,,,,
0.1252,6.374002456665039,4.714285714285714e-05,37.0,777,,,,,
0.1277,3.4697883129119873,4.5714285714285716e-05,38.0,798,,,,,
0.1226,3.9816339015960693,4.428571428571428e-05,39.0,819,,,,,
0.1264,2.6897153854370117,4.2857142857142856e-05,40.0,840,,,,,
0.1201,5.486616611480713,4.1428571428571437e-05,41.0,861,,,,,
0.1236,0.0016234451904892921,4e-05,42.0,882,,,,,
0.1224,2.1675140857696533,3.857142857142858e-05,43.0,903,,,,,
0.1196,3.5409669876098633,3.7142857142857143e-05,44.0,924,,,,,
0.1217,2.531885862350464,3.571428571428572e-05,45.0,945,,,,,
0.1195,2.353978395462036,3.428571428571429e-05,46.0,966,,,,,
0.1174,2.9844398498535156,3.285714285714286e-05,47.0,987,,,,,
0.121,4.558513164520264,3.142857142857143e-05,48.0,1008,,,,,
0.1208,2.117354154586792,3e-05,49.0,1029,,,,,
0.1159,0.001391158439218998,2.857142857142857e-05,50.0,1050,,,,,
0.1143,2.937476396560669,2.714285714285714e-05,51.0,1071,,,,,
0.1144,3.599653720855713,2.5714285714285714e-05,52.0,1092,,,,,
0.1184,4.402780532836914,2.4285714285714288e-05,53.0,1113,,,,,
0.113,3.5205140113830566,2.2857142857142858e-05,54.0,1134,,,,,
0.1141,3.544177770614624,2.1428571428571428e-05,55.0,1155,,,,,
0.1123,2.474271059036255,2e-05,56.0,1176,,,,,
0.1131,2.641024589538574,1.8571428571428572e-05,57.0,1197,,,,,
0.1122,3.4516336917877197,1.7142857142857145e-05,58.0,1218,,,,,
0.1109,3.4279396533966064,1.5714285714285715e-05,59.0,1239,,,,,
0.1113,4.871119499206543,1.4285714285714285e-05,60.0,1260,,,,,
0.1107,4.879258155822754,1.2857142857142857e-05,61.0,1281,,,,,
0.1103,4.469018459320068,1.1428571428571429e-05,62.0,1302,,,,,
0.1068,0.0008683174382895231,1e-05,63.0,1323,,,,,
0.108,0.0009131443221122026,8.571428571428573e-06,64.0,1344,,,,,
0.1075,3.881753444671631,7.142857142857143e-06,65.0,1365,,,,,
0.1049,0.001424256945028901,5.7142857142857145e-06,66.0,1386,,,,,
0.1043,2.2517592906951904,4.285714285714286e-06,67.0,1407,,,,,
0.1044,3.1674747467041016,2.8571428571428573e-06,68.0,1428,,,,,
0.1036,4.174315929412842,1.4285714285714286e-06,69.0,1449,,,,,
0.1042,5.356922149658203,0.0,70.0,1470,,,,,
,,,70.0,1470,12973.132,1.802,0.113,1.1569138589761536e+17,0.19003399164498258
