loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.9398,1.607972264289856,9.857142857142858e-05,1.0,2,,,,,,,,,,
,,,1.0,2,2.8297834396362305,0.1746031746031746,0.1745,361.03,5.731,,,,,
2.7788,2.2581262588500977,9.714285714285715e-05,2.0,4,,,,,,,,,,
,,,2.0,4,2.6790170669555664,0.1746031746031746,0.1747,360.627,5.724,,,,,
2.6746,4.2624664306640625,9.571428571428573e-05,3.0,6,,,,,,,,,,
,,,3.0,6,2.6419076919555664,0.1746031746031746,0.1763,357.427,5.673,,,,,
2.5801,2.42997670173645,9.428571428571429e-05,4.0,8,,,,,,,,,,
,,,4.0,8,2.5075700283050537,0.1746031746031746,0.1751,359.847,5.712,,,,,
2.4103,4.601729869842529,9.285714285714286e-05,5.0,10,,,,,,,,,,
,,,5.0,10,2.313002586364746,0.36507936507936506,0.176,358.013,5.683,,,,,
2.1587,6.438988208770752,9.142857142857143e-05,6.0,12,,,,,,,,,,
,,,6.0,12,2.067220687866211,0.49206349206349204,0.1763,357.266,5.671,,,,,
1.9743,5.993679046630859,9e-05,7.0,14,,,,,,,,,,
,,,7.0,14,1.9272985458374023,0.5079365079365079,0.1758,358.391,5.689,,,,,
1.7966,10.777043342590332,8.857142857142857e-05,8.0,16,,,,,,,,,,
,,,8.0,16,1.7941792011260986,0.6031746031746031,0.1749,360.184,5.717,,,,,
1.6209,7.297607898712158,8.714285714285715e-05,9.0,18,,,,,,,,,,
,,,9.0,18,1.6468863487243652,0.6031746031746031,0.175,359.928,5.713,,,,,
1.4244,7.824589252471924,8.571428571428571e-05,10.0,20,,,,,,,,,,
,,,10.0,20,1.4840120077133179,0.6984126984126984,0.1747,360.687,5.725,,,,,
1.2532,4.819019317626953,8.428571428571429e-05,11.0,22,,,,,,,,,,
,,,11.0,22,1.3857510089874268,0.6666666666666666,0.1754,359.259,5.703,,,,,
1.1082,7.142607688903809,8.285714285714287e-05,12.0,24,,,,,,,,,,
,,,12.0,24,1.3223756551742554,0.6666666666666666,0.1749,360.158,5.717,,,,,
0.9492,3.633371114730835,8.142857142857143e-05,13.0,26,,,,,,,,,,
,,,13.0,26,1.2072572708129883,0.6984126984126984,0.1737,362.626,5.756,,,,,
0.8445,4.501346588134766,8e-05,14.0,28,,,,,,,,,,
,,,14.0,28,1.1544771194458008,0.6825396825396826,0.1774,355.162,5.637,,,,,
0.7197,4.237903118133545,7.857142857142858e-05,15.0,30,,,,,,,,,,
,,,15.0,30,1.087627649307251,0.7142857142857143,0.1748,360.422,5.721,,,,,
0.6157,3.0691769123077393,7.714285714285715e-05,16.0,32,,,,,,,,,,
,,,16.0,32,0.9838215708732605,0.746031746031746,0.1759,358.168,5.685,,,,,
0.5429,3.6603291034698486,7.571428571428571e-05,17.0,34,,,,,,,,,,
,,,17.0,34,1.0166093111038208,0.746031746031746,0.1759,358.143,5.685,,,,,
0.4583,3.343559741973877,7.428571428571429e-05,18.0,36,,,,,,,,,,
,,,18.0,36,0.9173367023468018,0.7619047619047619,0.175,360.014,5.715,,,,,
0.3956,3.6333374977111816,7.285714285714286e-05,19.0,38,,,,,,,,,,
,,,19.0,38,0.8825844526290894,0.8095238095238095,0.1748,360.484,5.722,,,,,
0.3628,3.780270576477051,7.142857142857143e-05,20.0,40,,,,,,,,,,
,,,20.0,40,0.9014931917190552,0.7777777777777778,0.1754,359.201,5.702,,,,,
0.3333,3.2517788410186768,7e-05,21.0,42,,,,,,,,,,
,,,21.0,42,0.8633309602737427,0.7936507936507936,0.1766,356.801,5.664,,,,,
0.2872,3.2674038410186768,6.857142857142858e-05,22.0,44,,,,,,,,,,
,,,22.0,44,0.8551177382469177,0.7936507936507936,0.1744,361.192,5.733,,,,,
0.2623,3.146721363067627,6.714285714285714e-05,23.0,46,,,,,,,,,,
,,,23.0,46,0.8260485529899597,0.8253968253968254,0.1749,360.279,5.719,,,,,
0.2332,3.17539644241333,6.571428571428571e-05,24.0,48,,,,,,,,,,
,,,24.0,48,0.8609009981155396,0.8095238095238095,0.1749,360.157,5.717,,,,,
0.2327,2.648784637451172,6.428571428571429e-05,25.0,50,,,,,,,,,,
